-13.2944,0.168589,-8.64289,173.183
-13.2798,0.175741,-8.67187,173.083
-13.2721,0.206407,-8.69917,172.805
-13.2545,0.219554,-8.73832,172.657
-13.2145,0.196418,-8.79404,172.726
-13.1894,0.218081,-8.82563,172.471
-13.1851,0.212553,-8.83612,172.498
-13.1818,0.239091,-8.85096,172.356
-13.1763,0.24619,-8.86519,172.252
-13.1354,0.260478,-8.91568,172.156
-13.142,0.217818,-8.91854,172.453
-13.2037,0.215014,-8.86253,172.523
-13.1961,0.24924,-8.88631,172.324
-13.1984,0.226459,-8.90145,172.49
-13.2069,0.229315,-8.90861,172.476
-13.2046,0.217484,-8.91943,172.605
-13.2138,0.206469,-8.91857,172.724
-13.2263,0.215669,-8.92079,172.742
-13.2582,0.184864,-8.90142,172.934
-13.2553,0.173154,-8.91794,173.066
-13.2512,0.166877,-8.92611,173.096
-13.2507,0.216984,-8.94356,172.738
-13.2908,0.179616,-8.90003,173.05
-13.2797,0.175973,-8.92327,173.056
-13.2743,0.174705,-8.93851,173.112
-13.2877,0.180359,-8.9406,173.104
-13.3197,0.154076,-8.9118,173.356
-13.3206,0.168217,-8.92592,173.281
-13.3249,0.164766,-8.92837,173.368
-13.3305,0.163443,-8.9367,173.419
-13.3503,0.170061,-8.92898,173.41
-13.3805,0.16499,-8.90318,173.432
-13.3451,0.212333,-8.97298,173.006
-13.3377,0.215515,-8.99881,173.099
-13.3209,0.219084,-9.0303,173.005
-13.3473,0.187411,-9.00699,173.31
-13.3558,0.183414,-9.00585,173.421
-13.3375,0.198318,-9.04154,173.37
-13.3108,0.192761,-9.09116,173.339
-13.2968,0.226254,-9.12193,173.091
-13.2837,0.240291,-9.15052,172.974
-13.2851,0.232759,-9.15833,173.016
-13.2925,0.216052,-9.16616,173.16
-13.2861,0.212886,-9.18617,173.217
-13.2886,0.216542,-9.19528,173.202
-13.2916,0.224352,-9.20111,173.2
-13.2893,0.215044,-9.21616,173.291
-13.2962,0.211619,-9.21712,173.326
-13.2942,0.215091,-9.23372,173.32
-13.2807,0.220463,-9.26454,173.294
-13.3055,0.209305,-9.26491,173.43
-13.3078,0.208682,-9.27082,173.488
-13.3114,0.207552,-9.29138,173.547
-13.3101,0.18486,-9.31398,173.761
-13.3134,0.18715,-9.33651,173.7
-13.3359,0.207809,-9.32158,173.603
-13.3429,0.185742,-9.32528,173.867
-13.3355,0.202592,-9.33741,173.76
-13.3536,0.173995,-9.32406,173.968
-13.3647,0.184942,-9.31136,173.951
-13.3586,0.159135,-9.32352,174.123
-13.3686,0.165954,-9.33384,174.163
-13.3754,0.190235,-9.33807,174.032
-13.3772,0.161552,-9.34163,174.25
-13.3865,0.177449,-9.3436,174.176
-13.3733,0.183895,-9.36949,174.09
-13.357,0.204077,-9.40425,174.026
-13.3399,0.192486,-9.43276,174.118
-13.3809,0.191284,-9.39278,174.129
-13.3874,0.191421,-9.39251,174.188
-13.4002,0.175897,-9.38599,174.391
-13.3838,0.181181,-9.42079,174.317
-13.3836,0.18518,-9.43207,174.299
-13.3717,0.215753,-9.44327,174.215
-13.3797,0.219254,-9.44517,174.237
-13.3596,0.225374,-9.48326,174.201
-13.3484,0.239854,-9.49531,174.197
-13.3474,0.209461,-9.52024,174.369
-13.3635,0.231966,-9.52053,174.246
-13.3543,0.206512,-9.53883,174.44
-13.4003,0.187545,-9.49928,174.619
-13.4269,0.168789,-9.47635,174.871
-13.4299,0.154704,-9.48278,175.024
-13.4374,0.143294,-9.4781,175.088
-13.4563,0.148058,-9.46905,175.078
-13.4454,0.137375,-9.48977,175.231
-13.4698,0.139888,-9.47845,175.223
-13.4696,0.159862,-9.49186,175.067
-13.462,0.149289,-9.52308,175.102
-13.4575,0.105565,-9.54166,175.402
-13.4735,0.136296,-9.53695,175.269
-13.4861,0.120867,-9.54286,175.379
-13.4864,0.153666,-9.55431,175.194
-13.5008,0.123119,-9.54657,175.436
-13.5023,0.128393,-9.55824,175.44
-13.5058,0.14201,-9.56824,175.302
-13.5167,0.150072,-9.56741,175.301
-13.5233,0.134328,-9.57173,175.395
-13.5172,0.120122,-9.58423,175.51
-13.5128,0.109014,-9.59772,175.589
-13.5287,0.0940837,-9.59027,175.685
-13.5385,0.107607,-9.59563,175.644
-13.5449,0.0989207,-9.60182,175.772
-13.5488,0.0887147,-9.60457,175.773
-13.5616,0.104677,-9.60489,175.709
-13.5408,0.105215,-9.63118,175.594
-13.5539,0.103317,-9.6305,175.666
-13.5556,0.0739707,-9.64685,175.81
-13.5615,0.103198,-9.66031,175.796
-13.5675,0.0654601,-9.66448,176.075
-13.578,0.0844613,-9.66678,175.859
-13.5714,0.0552814,-9.68355,175.988
-13.5647,0.0616773,-9.69975,175.952
-13.5668,0.0712446,-9.71874,176.009
-13.583,0.03891,-9.70904,176.127
-13.5759,0.034166,-9.73087,176.268
-13.5861,0.0165881,-9.7301,176.339
-13.584,0.0169407,-9.74611,176.318
-13.5948,0.0287003,-9.7479,176.295
-13.5962,0.031022,-9.76048,176.238
-13.597,-0.00215978,-9.77682,176.423
-13.6028,0.0311304,-9.78217,176.249
-13.6131,0.0199156,-9.78579,176.357
-13.6164,0.0355847,-9.80951,176.297
-13.617,0.0233984,-9.82649,176.45
-13.6086,-0.0205602,-9.84723,176.72
-13.6272,-0.0139952,-9.84232,176.668
-13.6327,-0.0452328,-9.84396,176.863
-13.6475,-0.0528312,-9.83418,176.903
-13.6536,-0.0330445,-9.83842,176.765
-13.6611,-0.0138883,-9.84132,176.65
-13.6698,-0.0641807,-9.84624,176.967
-13.6667,-0.0875528,-9.86123,176.961
-13.6707,-0.13917,-9.8623,177.271
-13.678,-0.103304,-9.86089,177.096
-13.6996,-0.117837,-9.85204,177.192
-13.7119,-0.113224,-9.84893,177.162
-13.7229,-0.0920012,-9.84692,177.106
-13.7248,-0.100075,-9.85562,177.153
-13.7206,-0.139289,-9.86958,177.237
-13.7436,-0.0592863,-9.85909,176.843
-13.7518,-0.0645344,-9.8575,176.914
-13.7519,-0.0783662,-9.87448,177.031
-13.7622,-0.0589797,-9.88185,176.851
-13.7684,-0.0163623,-9.88988,176.684
-13.7714,-0.0462063,-9.89153,176.826
-13.7708,-0.0188237,-9.9056,176.657
-13.7659,-0.0234873,-9.92301,176.533
-13.7761,-0.0292493,-9.91862,176.477
-13.7819,-0.0016037,-9.92294,176.348
-13.7515,0.00791214,-9.97414,176.295
-13.737,0.0100392,-9.99888,176.157
-13.7939,0.012913,-9.94646,176.22
-13.8116,0.00896348,-9.92918,176.35
-13.8125,0.0124767,-9.93739,176.28
-13.8081,-0.00320537,-9.95713,176.316
-13.8217,-0.0135255,-9.95231,176.342
-13.8258,-0.0164757,-9.95841,176.314
-13.8376,-0.00105933,-9.95802,176.25
-13.8278,-0.0060521,-9.97996,176.262
-13.8407,-0.0297087,-9.96998,176.323
-13.8926,0.00588557,-9.9182,176.227
-13.9018,0.00479043,-9.92134,176.21
-13.9112,0.0171963,-9.92103,176.153
-13.9361,0.0253749,-9.9046,176.044
-13.9558,0.00797111,-9.88385,176.231
-13.9896,-0.00988072,-9.84905,176.358
-14.0041,-0.00135811,-9.84555,176.31
-14.0015,0.000283499,-9.86168,176.263
-13.9959,0.00626609,-9.88227,176.182
-14.0235,0.00413792,-9.85,176.231
-14.0239,0.0245801,-9.86499,176.12
-14.0288,0.0354216,-9.87354,175.988
-14.042,0.0101364,-9.86666,176.161
-14.0738,0.00716759,-9.83606,176.172
-14.0734,0.00937906,-9.84072,176.084
-14.0869,0.0129173,-9.8381,176.048
-14.1022,0.014243,-9.83121,175.993
-14.0897,-0.00747682,-9.86325,176.049
-14.0931,0.00763522,-9.87029,175.97
-14.1128,0.0294191,-9.85818,175.864
-14.1285,0.0450727,-9.85396,175.729
-14.1192,0.0370783,-9.87501,175.714
-14.129,0.047186,-9.87266,175.599
-14.134,0.0551368,-9.8833,175.557
-14.1443,0.0471742,-9.88367,175.708
-14.1447,0.0436773,-9.88563,175.739
-14.1493,0.0636134,-9.89589,175.63
-14.1836,0.0805947,-9.86064,175.542
-14.1904,0.119643,-9.86714,175.307
-14.2022,0.115423,-9.85679,175.328
-14.2245,0.085472,-9.84076,175.475
-14.2399,0.0859308,-9.82463,175.421
-14.2561,0.0862366,-9.81777,175.442
-14.2808,0.0716646,-9.79088,175.502
-14.3159,0.0848765,-9.76165,175.4
-14.2946,0.0649398,-9.80198,175.436
-14.3167,0.0457471,-9.78382,175.506
-14.3652,0.03645,-9.72666,175.598
-14.3894,0.0262977,-9.71478,175.617
-14.4069,0.06363,-9.69246,175.451
-14.4392,0.0751769,-9.65977,175.395
-14.4677,0.0768276,-9.63433,175.409
-14.4992,0.0692179,-9.59526,175.44
-14.5458,0.07379,-9.54089,175.305
-14.5558,0.0455981,-9.53275,175.485
-14.5704,0.081675,-9.52305,175.308
-14.607,0.0690666,-9.47813,175.368
-14.6338,0.0968001,-9.44824,175.262
-14.6498,0.0772536,-9.42951,175.305
-14.6731,0.0717668,-9.40611,175.259
-14.7043,0.0897298,-9.37731,175.142
-14.74,0.100868,-9.34045,175.069
-14.7515,0.076913,-9.32394,175.187
-14.7773,0.0707708,-9.29584,175.194
-14.7927,0.0842881,-9.2821,175.089
-14.8169,0.069556,-9.25363,175.119
-14.8443,0.0774514,-9.21752,175.041
-14.8518,0.0365674,-9.21545,175.149
-14.8499,-0.0159976,-9.23406,175.295
-14.8117,0.0255863,-9.31174,174.971
-14.8638,0.060967,-9.2474,174.658
-14.8789,0.0414702,-9.24046,174.754
-14.8756,0.0465755,-9.25004,174.599
-14.9163,0.0123834,-9.1983,174.743
-14.9579,0.0630262,-9.13814,174.472
-15.0331,0.072868,-9.02808,174.399
-15.1042,0.101001,-8.92033,174.248
-15.1391,0.0497778,-8.8662,174.515
-15.2112,0.0508559,-8.75547,174.615
-15.3255,0.0226209,-8.56879,174.853
-15.4289,-0.0181867,-8.38993,175.089
-15.5642,-0.0487272,-8.15568,175.308
-15.6899,-0.0611217,-7.92759,175.454
-15.7962,-0.152357,-7.71954,175.871
-15.9505,-0.177031,-7.41724,176.058
-16.0502,-0.237271,-7.21788,176.378
-16.1501,-0.245163,-7.05443,176.386
-16.3323,-0.229226,-6.65325,176.439
-16.462,-0.378434,-6.3345,177.127
-16.5131,-0.339698,-6.24808,176.926
-16.651,-0.450125,-5.8415,177.414
-16.7767,-0.454574,-5.48289,177.56
-16.8965,-0.596772,-5.1142,177.875
-17.0086,-0.650681,-4.76972,178.065
-17.0909,-0.706473,-4.42384,178.291
-17.1818,-0.800874,-3.99125,178.662
-17.3029,-0.809689,-3.47964,178.911
-17.3684,-0.959868,-3.11063,179.313
-17.422,-1.10744,-2.70607,179.814
-17.4737,-1.1585,-2.28735,179.967
-17.522,-1.27659,-1.66308,-179.346
-17.551,-1.36892,-1.21566,-179.121
-17.5726,-1.42038,-0.734026,-178.891
-17.5858,-1.48685,-0.199182,-178.641
