0, 1742150389.21999, 0.0, 0.0, 0.0, (0.0, 0.0, 0.0, 1.0)
10, 1742150395.5596566, -0.7126414853064585, 0.03601819307930937, -1.2501015443878827, (0.008336631248886147, -0.008735466604172211, 0.006379020118434892, 0.9999067458043055)
100, 1742150471.0684233, 16.349452945580143, 0.4401118175299236, -4.394919355502238, (0.006548850657298202, -0.08875558546489848, 0.020891919460537905, 0.99581277673321)
101, 1742150472.0694234, 16.752558504975607, 0.533605692689154, -4.049506913197706, (0.005738818881858561, -0.0887956259888741, 0.023478786505145535, 0.9957565713302278)
102, 1742150472.9703233, 17.07299157055031, 0.6206147911858471, -3.7278789329112003, (0.004648896818019463, -0.08880199698306387, 0.025514257618324456, 0.9957116127415513)
103, 1742150473.80449, 17.260778629065967, 0.6843017734721446, -3.397806402674229, (0.0035595013847188285, -0.08816138134181893, 0.027790806262164677, 0.9957120928647464)
104, 1742150474.3383567, 17.25673055302584, 0.7110449100897406, -3.068519029210197, (0.0019166013576338218, -0.09003399696859571, 0.02885363675070288, 0.9955187962441259)
105, 1742150474.7721233, 17.158361301006533, 0.7123280549927848, -2.8712352635703926, (0.0011618962923387926, -0.0902695765281979, 0.029000464191028585, 0.9954943629308659)
106, 1742150475.1725233, 16.988756613436145, 0.6601934312881943, -2.716270536895527, (0.0007732274088694596, -0.08981346479703953, 0.027720795697765793, 0.9955724489691384)
107, 1742150475.7397566, 16.779239769368985, 0.6442269009284844, -2.4875620431764043, (0.0009483778296920519, -0.08964255847260709, 0.026885043748825832, 0.9956106200280314)
108, 1742150476.4404566, 16.507413160002088, 0.5643773929741184, -2.1597771977167226, (0.0021580624039124825, -0.09126183111011395, 0.024571380231540606, 0.9955214052056374)
109, 1742150477.30799, 16.193635671826055, 0.5030580773399905, -1.718121024646487, (0.0032566363730950534, -0.09239546316481295, 0.022249278270230693, 0.9954684537053632)
11, 1742150396.2937233, -0.9981899053085991, 0.03060055577959053, -1.4721572431692809, (0.008907724182252693, -0.009911448826725375, 0.005723291405349534, 0.9998948242527999)
110, 1742150478.10879, 15.89267977191748, 0.4280726933231146, -1.3044626951386449, (0.0036749831146590454, -0.0932928886441578, 0.020344649147189482, 0.9954240436510531)
111, 1742150478.8762233, 15.61245910170258, 0.40574721821970483, -0.9497117382156057, (0.0037123347473275725, -0.09388358335085949, 0.01911615676739519, 0.9953927184274407)
112, 1742150479.61029, 15.339076808926364, 0.35048750219002994, -0.5543546707681944, (0.004428456444933982, -0.09480943133412617, 0.017459063143417365, 0.995332477927737)
113, 1742150480.31099, 15.100089243685831, 0.32046424115316025, -0.18709752551438538, (0.004759684621414948, -0.09558093422556263, 0.016449572293649323, 0.9952743551334121)
114, 1742150481.31199, 14.722047509527872, 0.26237396639820093, 0.3029557379490209, (0.004714251697090813, -0.09619812177285077, 0.014769289385898688, 0.9952414607970006)
115, 1742150482.21289, 14.381178150225995, 0.26324297938613195, 0.7514473126401795, (0.004660596956061703, -0.09705073775669391, 0.014219968712239598, 0.9951669335476925)
116, 1742150482.71339, 14.176446140850187, 0.25063647318857035, 0.9816903601193022, (0.0048252638378002135, -0.09766432099211927, 0.013676480758004213, 0.9951137377747932)
117, 1742150483.71439, 13.791652131558045, 0.21940040617006862, 1.46735921013448, (0.00529806531977226, -0.09872153874839114, 0.012643464950367141, 0.9950206686722975)
118, 1742150484.71539, 13.4106027687184, 0.1762339315461319, 1.911955729002987, (0.005508475327875205, -0.0997773291604324, 0.011347594818272383, 0.9949298333937993)
119, 1742150485.6496568, 13.057458980383423, 0.16717017875809723, 2.3436572130221465, (0.0057157085523895056, -0.1008282944774911, 0.01058257846051794, 0.9948311388078036)
12, 1742150396.9944234, -1.3029782258470226, 0.02779022222887148, -1.6695961583771715, (0.009352799912747836, -0.010520617202744524, 0.004811021588034201, 0.9998893417867524)
120, 1742150486.2836235, 12.791795709885031, 0.14730784541682432, 2.632319483277763, (0.005547396037015361, -0.10144067358607332, 0.009747789021714878, 0.9947783656417144)
121, 1742150487.2846234, 12.38283289685727, 0.12951356305270695, 3.0908227168695666, (0.005251798313603962, -0.10260973200957677, 0.009131928239485408, 0.9946659084325877)
122, 1742150488.2856233, 11.968436475356256, 0.11490359053008402, 3.5460340191400808, (0.004599481196182059, -0.10366274597000573, 0.00845938903948168, 0.9945658945528761)
123, 1742150488.6526568, 11.828546385569123, 0.119764608671114, 3.7229478219560503, (0.0043415046465207, -0.10401642501812725, 0.00823091471386784, 0.9945320440824547)
124, 1742150489.6536567, 11.436413573891716, 0.10394033181622986, 4.192001546496629, (0.0034155949944614144, -0.10479038591856116, 0.007482550762152317, 0.9944603160327539)
125, 1742150490.4210901, 11.16571371932202, 0.0950906552425108, 4.5512881619515895, (0.002776854222327263, -0.10575161305317318, 0.0071230512310095015, 0.9943631869485315)
126, 1742150491.0884233, 10.912613833690733, 0.10678460079927105, 4.870947335932762, (0.0019213725772768244, -0.10629338408745649, 0.006936676604494324, 0.9943087585575924)
127, 1742150491.8558567, 10.5944892281397, 0.10173244926694165, 5.263571475353129, (0.0009460205731230238, -0.10663912795481996, 0.006130192157339983, 0.9942784429817559)
128, 1742150492.5899234, 10.26629154139134, 0.08271825139494715, 5.592950525426297, (0.00010989388384145165, -0.10754265145316302, 0.00536700130017238, 0.9941859792507646)
129, 1742150493.5909233, 9.830859873489572, 0.10251509747614541, 6.051432151546254, (-0.0014730308602602933, -0.10845839828492418, 0.004722002170499099, 0.9940886825213611)
